title,description,source,publishedAt,url,topic
EVs ‘cheaper than diesel cars’ on second-hand market for first time,"Decline in prices of used electric vehicles also appears to have stabilised, says DoneDeal",The Irish Times,2026-03-11 06:00:01+00:00,https://www.irishtimes.com/business/2026/03/11/evs-cheaper-than-diesel-cars-on-second-hand-market-for-first-time/,business
Connector Market Size to Grow USD 182.43 Billion by 2035 | SNS Insider,"Global Connector Market Size, Share, Revenue Trends & Segmentation Analysis, By Type, Application, Technology, End-User, and Region | Forecast 2026-2035...",GlobeNewswire,2026-03-11 06:00:00+00:00,https://www.globenewswire.com/news-release/2026/03/11/3253494/0/en/Connector-Market-Size-to-Grow-USD-182-43-Billion-by-2035-SNS-Insider.html,business
Declassified evidence links U.S. bioweapons program to Lyme disease epidemic,"Explosive evidence suggests Lyme disease may have originated from U.S. military bioweapons experiments in the 1960s, including deliberate releases of infected ticks as part of covert operations. Declassified documents reveal the CIA dropped pathogen-infected …",Naturalnews.com,2026-03-11 06:00:00+00:00,https://www.naturalnews.com/2026-03-11-us-bioweapons-program-linked-to-lyme-disease.html,health
Gut health boost: 9 Prebiotic-rich snacks to nourish your microbiome,"Unlike probiotics (live bacteria), prebiotics are indigestible fibers that feed beneficial gut bacteria, promoting digestion, immunity and mental well-being. High-fiber prebiotic foods may cause discomfort in individuals with IBS or digestive sensitivities; c…",Naturalnews.com,2026-03-11 06:00:00+00:00,https://www.naturalnews.com/2026-03-11-9-prebiotic-snacks-to-nourish-gut-microbiome.html,health
"77% of U.S. high school students now sleep too little, risking long-term brain health","Chronic poor sleep physically rewires the adolescent brain. Teen sleep has declined sharply, with most now getting under eight hours. This neural disruption predicts future aggression and behavioral issues. Smartphones and early school start times are key dri…",Naturalnews.com,2026-03-11 06:00:00+00:00,https://www.naturalnews.com/2026-03-11-high-school-students-sleep-brain-health.html,health
Why Online Sports Betting Is Growing Rapidly Among Cricket Fans in India,"India is the country with the largest number of cricket followers, accounting for around 90% of the over 2 billion fans the sport has worldwide.",Radaronline.com,2026-03-11 06:00:00+00:00,https://radaronline.com/p/why-online-sports-betting-is-growing-rapidly-among-cricket-fans-in-india/,sports
"Nutrition Experts Highlight Lettuce’s Place in Natural Health Diets, Citing Low-Cost Production and Essential Nutrients","Introduction Nutrition experts and advocates for natural health diets are highlighting lettuce as a foundational food, citing its low-cost production and nutrient profile. According to these sources, lettuce provides essential vitamins and minerals while its …",Naturalnews.com,2026-03-11 06:00:00+00:00,https://www.naturalnews.com/2026-03-11-nutrition-experts-highlight-lettuce-natural-health-food.html,health
Winston Peters demands Covid-19 vaccine injury inquiry after Royal Commission report,Labour leaders Dame Jacinda Ardern and Grant Robertson back the report.,New Zealand Herald,2026-03-11 05:57:06+00:00,https://www.nzherald.co.nz/nz/winston-peters-demands-covid-19-vaccine-injury-inquiry-after-royal-commission-report/PMC6NWAOHFAZZD5OEMFDGQ5S24/,health
US Stock Market | Caution in the C-Suite: US insider selling hits 20-month peak as market jitters intensify,"US corporate insiders significantly increased stock sales in February while limiting purchases, pushing the seller-to-buyer ratio to its highest level since July 2024. Data from The Washington Service showed rising executive caution amid market volatility, te…",The Times of India,2026-03-11 05:56:05+00:00,https://economictimes.indiatimes.com/markets/us-stocks/news/us-stock-market-caution-in-the-c-suite-us-insider-selling-hits-20-month-peak-as-market-jitters-intensify/articleshow/129441197.cms,business
"HD Maps Market to Surpass USD 16.87 Billion by 2035, Driven by ADAS Adoption and Autonomous Vehicle Development | Research by SNS Insider","The HD Maps Market is expanding as automakers deploy centimeter-level mapping for ADAS and autonomous navigation, with the U.S. segment growing from USD 0.97 billion in 2025 to USD 6.85 billion by 2035. The HD Maps Market is expanding as automakers deploy cen…",GlobeNewswire,2026-03-11 05:54:00+00:00,https://www.globenewswire.com/news-release/2026/03/11/3253491/0/en/HD-Maps-Market-to-Surpass-USD-16-87-Billion-by-2035-Driven-by-ADAS-Adoption-and-Autonomous-Vehicle-Development-Research-by-SNS-Insider.html,business
Bangladesh vs Pakistan 1st ODI Live Cricket Score Streaming: When and Where to Watch BAN vs PAK Today Match Live Telecast and Stream?,Bangladesh (BAN) vs Pakistan (PAK) 1st ODI Match Live Cricket Score and Streaming Online: Here is how you can watch the match between Pakistan and Bangladesh in Dhaka today.,The Indian Express,2026-03-11 05:51:06+00:00,https://indianexpress.com/article/sports/cricket/bangladesh-vs-pakistan-1st-odi-live-streaming-watch-ban-vs-pak-today-10575862/,sports
Eating oats the correct way? Famous doctor answers 10 important questions every health freak should know,"A gastroenterologist clarified common questions about oats, confirming their benefits for weight loss, cholesterol reduction, and blood sugar control in diabetics when consumed appropriately. He advised choosing plain varieties, gradually increasing intake to…",The Times of India,2026-03-11 05:50:25+00:00,https://economictimes.indiatimes.com/news/new-updates/eating-oats-the-correct-way-famous-doctor-answers-10-important-questions-every-health-freak-should-know/articleshow/129440489.cms,health
​Want 7–12% return on investment with safety? 9 top government-backed & market options explained​,"Every investor wants the same three things: safety, steady returns, and long-term growth. In India, that balance is possible — but only if you choose the right mix of government-backed schemes and market-linked instruments.With inflation still a concern and i…",Economictimes.com,2026-03-11 05:46:51+00:00,https://m.economictimes.com/wealth/invest/want-712-return-on-investment-with-safety-9-top-government-backed-market-options-explained/want-safe-long-term-high-returns-in-india-heres-where-smart-money-is-going-in-2026/slideshow/129440925.cms,business
Want 7–12% returns with safety? 9 top government-backed & market options explained,"Every investor wants the same three things: safety, steady returns, and long-term growth. In India, that balance is possible — but only if you choose the right mix of government-backed schemes and market-linked instruments.With inflation still a concern and i…",Economictimes.com,2026-03-11 05:46:51+00:00,https://m.economictimes.com/wealth/invest/want-712-returns-with-safety-9-top-government-backed-market-options-explained/want-safe-long-term-high-returns-in-india-heres-where-smart-money-is-going-in-2026/slideshow/129440925.cms,business
Briscoe a leading light as NZ shares bounce back – Market close,"The S&P/NZX 50 Index closed at 13,293.13, up 158.62 points or 1.52%.",New Zealand Herald,2026-03-11 05:43:29+00:00,https://www.nzherald.co.nz/business/markets/shares/briscoe-a-leading-light-as-nz-shares-bounce-back-market-close/premium/BWBGJ7Z6NNEUVLLDSRADDWCETE/,business
"World Baseball Classic: USA stunned by Italy, must await its fate for knockout round - Yahoo Sports","World Baseball Classic: USA stunned by Italy, must await its fate for knockout roundYahoo Sports Italy upsets Team USA in World Baseball Classic shockerESPN Team USA’s WBC quarterfinal hopes are in peril — what are the possible tiebreakers?New York Post Italy…",Slashdot.org,2026-03-11 05:32:08+00:00,https://slashdot.org/firehose.pl?op=view&amp;id=180950262,sports
"Laptop prices set for up to 35% jump as memory, GPU costs spike; market may contract 8% this year","The increase is being driven by a spike in DDR RAM prices and a shortage of entry-level Intel processors, analysts say. After a record PC shipments in 2025, overall volumes are expected to decline by up to 8% in 2026",Moneycontrol,2026-03-11 05:30:56+00:00,https://www.moneycontrol.com/news/business/laptop-prices-set-for-up-to-35-jump-as-memory-gpu-costs-spike-market-may-contract-8-this-year-13856732.html,business
ABA Survey Shows User Concerns On Stablecoins In Crypto Market Structure Bill Debate,"The debate surrounding the CLARITY Act, a key piece of legislation aimed at defining the crypto market structure in the US, remains stalled as the banking and crypto sectors engage in a fierce contest for its passage.  Negotiations Between Banking And Crypto …",Bitcoinist,2026-03-11 05:30:30+00:00,https://bitcoinist.com/aba-survey-shows-user-concerns-stablecoins-crypto/,business
"Women under pressure to minimise or mask health concerns in the workplace, says study","Women feel under pressure to minimise, mask, or silently endure their health concerns, particularly in the workplace, according to new research.",Independent.ie,2026-03-11 05:30:00+00:00,https://www.independent.ie/irish-news/women-under-pressure-to-minimise-or-mask-health-concerns-in-the-workplace-says-study/a418203470.html,health
Global Market | Higher fuel bills and market volatility to test resilience of US and global economy,"Rising fuel costs and renewed market volatility are raising concerns that the conflict involving the United States, Israel and Iran could strain U.S. consumer spending and spill over into global equities. Higher gasoline prices, softer stock markets and heigh…",The Times of India,2026-03-11 05:27:45+00:00,https://economictimes.indiatimes.com/markets/us-stocks/news/global-market-higher-fuel-bills-and-market-volatility-to-test-resilience-of-us-and-global-economy/articleshow/129439751.cms,business
CBS Sports links Cardinals’ Lars Nootbaar to Diamondbacks in trade speculation,"ST. LOUIS — St. Louis Cardinals outfielder Lars Nootbaar’s name has surfaced in trade speculation this week, with one of the teams linked to him being the Arizona Diamondbacks.",Yahoo Entertainment,2026-03-11 05:26:44+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_cc98814b-c4bb-4b49-9d1d-4a17ba79ca55,sports
Amazon Expands Free Health AI Assistant to All Users,"Stay informed with the latest AI Tech advancements, machine learning breakthroughs, and app innovations. We're your go-to source for all things AI Tech.",Asoworld.com,2026-03-11 05:16:32+00:00,https://marketingtrending.asoworld.com/en/discover/amazon-expands-free-health-ai-assistant-to-all-users/,health
"Albert Breer’s Free Agency Notes: What to Expect of Kyler Murray, Kirk Cousins Deals - Sports Illustrated","Albert Breer’s Free Agency Notes: What to Expect of Kyler Murray, Kirk Cousins DealsSports Illustrated Top 101 NFL free agents of 2026: Ranking the best players availableNFL.com 2026 NFL free agency winners, losers: Tagovailoa, Walker, moreESPN Kenneth Walker…",Slashdot.org,2026-03-11 05:12:29+00:00,https://slashdot.org/firehose.pl?op=view&amp;id=180950230,sports
Global Market | Strait of Hormuz closure keeping oil markets on edge: Ed Yardeni,Global oil markets are on edge as geopolitical tensions disrupt the vital Strait of Hormuz. Market strategist Ed Yardeni highlights uncertainty over the strait's reopening as the primary driver of oil sentiment. He believes stability hinges on de-escalation a…,The Times of India,2026-03-11 05:11:05+00:00,https://economictimes.indiatimes.com/markets/us-stocks/news/global-market-strait-of-hormuz-closure-keeping-oil-markets-on-edge-ed-yardeni/articleshow/129439101.cms,business
One Last Deal review: Danny Dyer delivers frantic football agent performance,Irish director Brendan Muldowney’s drama brings tension and claustrophobia to a single office setting,The Irish Times,2026-03-11 05:10:00+00:00,https://www.irishtimes.com/culture/film/review/2026/03/11/one-last-deal-review-danny-dyer-delivers-career-defining-football-agent-performance/,sports
Iranian women's football squad member declines Australia asylum offer,"Australian police helped two more members of the Iranian women's football delegation slip their minders to claim asylum, but one has changed her mind and decided to go back to Iran.",Rediff.com,2026-03-11 05:06:40+00:00,https://www.rediff.com/sports/report/iranian-womens-football-squad-member-changes-mind-on-australia-asylum-offer-to-return-home/20260311.htm,sports
Iranian women's football team in Kuala Lumpur en route from Australia,"KUALA LUMPUR: Several players from the Iranian women's football team have arrived in Kuala Lumpur on Wednesday (March 11), believed to be on their way home from Sydney, Australia. Read full story",The Star Online,2026-03-11 05:04:00+00:00,https://www.thestar.com.my/news/nation/2026/03/11/iranian-women039s-football-team-in-kuala-lumpur-en-route-from-australia,sports
Democrats Introduce Bill to Ban Prediction Market Contracts on War and Death,"The DEATH BETS Act would prohibit CFTC-registered exchanges from listing contracts tied to terrorism, assassination, war, or death.",Decrypt,2026-03-11 05:02:38+00:00,https://decrypt.co/360647/democrats-bill-ban-prediction-market-contracts-war-death,business
Black Pearl Bids to Acquire Selectis Health for $5.05 Per Share,"Black Pearl Initiates All-Cash Tender Offer at $5.05 On March 11, 2026, Black Pearl Equities, LLC launched a formal tender offer to acquire Selectis Health, Inc. The Brooklyn-based firm is proposing t...",Edgen.tech,2026-03-11 05:01:03+00:00,https://www.edgen.tech/news/stock/black-pearl-bids-to-acquire-selectis-health-for-505-per-share,health
"Bay Area sports calendar, March 11-12","Justin Pippen and Cal will face Florida State in the ACC tournament in Charlotte, N.C., at 4 p.m. Wednesday. (ESPN2)",San Francisco Chronicle,2026-03-11 05:00:00+00:00,https://www.sfchronicle.com/sports/article/sportscal-22057862.php,sports
"Private banks, tech and capex stocks look promising after market dip: Sandip Agarwal","Market volatility has created buying opportunities. Valuations are now more attractive, supported by central bank liquidity. Long-term investors can cautiously build positions. Sectors like IT and private banks are showing promise. Manufacturing and select ph…",The Times of India,2026-03-11 04:56:47+00:00,https://economictimes.indiatimes.com/markets/expert-view/private-banks-tech-and-capex-stocks-look-promising-after-market-dip-sandip-agarwal/articleshow/129438284.cms,business
US Stock Market | BofA projects solid first-quarter growth across key businesses,"Bank of America anticipates strong first-quarter revenue growth, driven by market volatility and consumer spending. Net interest income is projected to rise at least 7%, with investment banking fees up around 10% and global markets revenue expanding at a low …",The Times of India,2026-03-11 04:55:04+00:00,https://economictimes.indiatimes.com/markets/us-stocks/news/us-stock-market-bofa-projects-solid-first-quarter-growth-across-key-businesses/articleshow/129438402.cms,business
Travis Kelce reveals fiancée Taylor Swift’s role in his decision to return to football,"Following months of retirement rumors, it was confirmed that Kelce will be playing for the Chiefs in the 2026-2027 NFL season",The-independent.com,2026-03-11 04:53:22+00:00,https://www.the-independent.com/life-style/travis-kelce-taylor-swift-football-return-nfl-chiefs-b2936056.html,sports
Report: Vikings were in the market high profile RB free agent,The Minnesota Vikings attempted to land one of the top free agent running backs but ultimately lost out to the New Orleans Saints.,Yahoo Entertainment,2026-03-11 04:53:03+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_114f7a5a-0da4-448f-ba44-3dc88ea19c20,business
Iranian women's football team member changes mind on asylum in Australia,"SYDNEY: An Iranian women's football team member who sought sanctuary in Australia has changed her mind after speaking with teammates, Home Affairs Minister Tony Burke said Wednesday (Mar 11).Seven members of Iran's visiting women's football team had claimed a…",CNA,2026-03-11 04:48:00+00:00,https://www.channelnewsasia.com/world/iran-women-football-team-member-changes-mind-asylum-australia-5985906,sports
What happened to the Iranian female athletes who went to Australia for the Asian Cup football tournament,"A sensitive report has emerged about seven players from the Iranian national women's football team fleeing for safety during the Asian Cup football tournament held in Gold Coast, Australia. With the intervention of Australia's Minister for Home Affairs, Mr. T…",Gossiplankanews.com,2026-03-11 04:45:20+00:00,https://english.gossiplankanews.com/2026/03/what-happened-to-iranian-female.html,sports
Anand Mahindra amazed by Manisha Kalyan’s thunderous Cristiano Ronaldo-like free-kick. Who is this football sensation from Punjab?,"Veteran industrialist Anand Mahindra is in awe of Indian football player Manisha Kalyan, whose thunderous Cristiano Ronaldo-like free-kick has gone viral. Manisha Kalyan hails from Punjab and has carved a niche for herself in football. Manisha Kalyan has earn…",The Times of India,2026-03-11 04:42:46+00:00,https://economictimes.indiatimes.com/news/new-updates/anand-mahindra-amazed-by-manisha-kalyans-thunderous-cristiano-ronaldo-like-free-kick-who-is-this-football-sensation-from-punjab/articleshow/129437391.cms,sports
Global Market | Fueling Inflation Fears: Diesel prices surge amid Strait of Hormuz tensions,"A surge in diesel prices is emerging as a new risk for the global economy as Middle East tensions threaten energy supply routes through the Strait of Hormuz. Tight supplies, shipping disruptions and strong demand have lifted refining margins and fuel costs, r…",The Times of India,2026-03-11 04:38:12+00:00,https://economictimes.indiatimes.com/markets/us-stocks/news/global-market-fueling-inflation-fears-diesel-prices-surge-amid-strait-of-hormuz-tensions/articleshow/129437599.cms,business
"Haleon to invest $87 million in Shanghai oral health plant, bets on China and India growth","Haleon, which was spun off from GSK and Pfizer in 2022, sells well-known brands such as Sensodyne toothpaste and Advil painkillers, which the company said remain resilient despite inflationary pressures.",Bloomberg,2026-03-11 04:36:05+00:00,https://www.bloomberg.com/news/articles/2026-03-11/haleon-ceo-targets-china-india-growth-with-new-plant-m-a-push,health
open-medicine 0.9.1,"Evidence-Based Clinical Reasoning for AI Agents — deterministic calculators, clinical guidelines, and MCP tools backed by DOI-traceable evidence.",Pypi.org,2026-03-11 04:31:19+00:00,https://pypi.org/project/open-medicine/0.9.1/,health
America’s Got Talent star opens up about mental health struggles as she cancels tour appearances,The singer acknowledged she was ‘choosing myself’ by stepping back from the tour,The-independent.com,2026-03-11 04:29:44+00:00,https://www.the-independent.com/arts-entertainment/music/news/grace-vanderwaal-americas-got-talent-tour-mental-health-b2936045.html,health
Should Notre Dame give the basketball program the same type of “all-in” funding as the football program?,"NIL and other things surrounding college sports has been a big conversation, so let’s talk about Notre Dame",Yahoo Entertainment,2026-03-11 04:25:39+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_39152051-f28a-4948-b27d-4fd5c60c9f27,sports
FG Backs Local Diagnostic Production to Strengthen Health Security,The federal government says it is prioritising local production of diagnostic equipment and technologies to strengthen Nigeria’s health security and,Spearnewsonline.com,2026-03-11 04:21:21+00:00,https://spearnewsonline.com/fg-backs-local-diagnostic-production-to-strengthen-health-security/,health
"Middle East tensions, oil jitters cloud cautious market open; Tata Steel, Reliance lead gains","Shares of Tata Steel, Reliance Industries, Wipro and Sun Pharma gained, with Reliance rising after Donald Trump said it would back a new Texas refinery. Kotak Mahindra Bank, ICICI Bank and Apollo Hospitals declined",BusinessLine,2026-03-11 04:18:20+00:00,https://www.thehindubusinessline.com/markets/stock-markets/middle-east-tensions-oil-jitters-cloud-cautious-market-open-tata-steel-reliance-lead-gains/article70729498.ece,business
මත්ද්‍රව්‍යයෙන් මිදෙන්න අදම අමතන්න - 1927 | Health Promotion Bureau |,මත්ද්‍රව්‍යයෙන් මිදෙන්න අදම අමතන්න - 1927 | Health Promotion Bureau |youtube.com,YouTube,2026-03-11 04:17:39+00:00,https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D2E4BdSWCosI,health
Maye Musk describes her son Elon's living space: 'The shower only has one towel',"The billionaire's mother previously said she slept in his garage while visiting him in Texas, but she did not mind it.",Business Insider,2026-03-11 04:11:12+00:00,https://www.businessinsider.com/maye-musk-elon-texas-living-space-shower-one-towel-2026-3,science
"YouTuber Austin McConnell Talks About Nickelodeon's 1990s Sci-Fi Classic ""Space Cases""","YouTuber Austin McConnell recently tracked down both seasons of Nickelodeon's mostly forgotten sci-fi classic ""Space Cases"", about a misfit bunch of Star Trek Academy-esque students who get sucked into a wormhole and are told it will take seven years to get h…",Livejournal.com,2026-03-11 04:08:59+00:00,https://ohnotheydidnt.livejournal.com/132045397.html,science
Tesseract will make you step into a world beyond time & space: Pia Sutaria and Megan Murray,"Actors Pia Sutaria and Megan Murray discuss their roles in the immersive musical Tesseract – The Geometry of Truth. The production blends dance, theatre, music, dialogue, and AI to explore the pursuit of truth beyond human experience. Sutaria plays Sophia's s…",The Times of India,2026-03-11 04:08:20+00:00,https://timesofindia.indiatimes.com/life-style/spotlight/tesseract-an-immersive-journey-through-truth-and-time-with-pia-sutaria-and-megan-murray/articleshow/129436355.cms,science
Anduril to acquire space surveillance firm ExoAnalytic eyeing more Golden Dome capabilities,"WASHINGTON, March 11 : Anduril Industries on Wednesday said it has signed a definitive agreement to acquire ExoAnalytic Solutions, a national security company specializing in space sensing and awareness and missile defense.The purchase comes as defense techno…",CNA,2026-03-11 04:04:37+00:00,https://www.channelnewsasia.com/business/anduril-acquire-space-surveillance-firm-exoanalytic-eyeing-more-golden-dome-capabilities-5985831,science
Anduril to acquire space surveillance firm ExoAnalytic eyeing more Golden Dome capabilities,,Yahoo Entertainment,2026-03-11 04:03:30+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c2fa0c9f-db8e-4374-9d84-e8b1e50e2dd4,science
Anduril expands into space as defense tech angles to support Trump's Golden Dome,"Anduril, founded by Oculus creator Palmer Luckey, is positioning itself to be a key player in President Trump's ""Golden Dome"" project.",CNBC,2026-03-11 04:01:01+00:00,https://www.cnbc.com/2026/03/11/anduril-acquires-exoanalytic-solutions-i-trump-golden-dome.html,science
Middle Eastern Sports Headlines at 4:03 a.m. GMT,,Yahoo Entertainment,2026-03-11 04:00:00+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_696a886e-b355-4609-98d8-1e32784d4025,sports
Growth Hormone Peptides and Aging: Exploring Their Role in Longevity Research,"Aging is an inevitable biological process, but for many, it arrives with a series of unwelcome surprises.",Radaronline.com,2026-03-11 04:00:00+00:00,https://radaronline.com/p/growth-hormone-peptides-and-aging-exploring-their-role-in-longevity-research/,science
Jax State football: First practice of spring isn't for anybody who doesn't play physical,"JACKSONVILLE — Jacksonville State opened spring football practice Tuesday afternoon just about the same way the Gamecocks ended last season. Lots of effort. Lots and lots of effort, with a big dash of physical play for good measure. Not bad for a day when the…",Annistonstar.com,2026-03-11 03:59:00+00:00,https://www.annistonstar.com/free/jax-state-football-first-practice-of-spring-isnt-for-anybody-who-doesnt-play-physical/article_2101aedf-233c-415d-8838-26b5615559e6.html,sports
open-medicine 0.9.0,"Evidence-Based Clinical Reasoning for AI Agents — deterministic calculators, clinical guidelines, and MCP tools backed by DOI-traceable evidence.",Pypi.org,2026-03-11 03:52:40+00:00,https://pypi.org/project/open-medicine/0.9.0/,health
"Iran's Ministry of Health: More than 15,000 citizens have been injured since the beginning of the imposed war","The Iranian Ministry of Health announced that more than 15,000 Iranian citizens have been injured since the beginning of the imposed war. The ministry",Alkhabaralyemeni.net,2026-03-11 03:49:31+00:00,https://alkhabaralyemeni.net/2026/03/11/332664/,health
Nexpring Health Invests in May Health to Advance a Novel Technology to Treat PCOS-Related Infertility,"BEVERLY, Mass.--(BUSINESS WIRE)--Mar 10, 2026-- Nexpring Health, a global leader in assisted reproductive technology (ART) solutions, today announced a strategic investment in May Health, a medical device company pioneering a novel treatment approach for wome…",Associated Press,2026-03-11 03:35:55+00:00,https://apnews.com/press-release/business-wire/nexpring-health-invests-in-may-health-to-advance-a-novel-technology-to-treat-pcos-related-infertility-498856a923004f19a2f368b6a3a308bd,health
Snabbit seeks fresh funding at $450 million valuation as house-help market expands,"Household-help app Snabbit is discussing fresh funding at about a $450 million valuation. The Bengaluru startup offers instant help for cooking or cleaning. Investors see growth in India’s largely offline home-services market, expected to reach $100 billion, …",The Times of India,2026-03-11 03:33:56+00:00,https://economictimes.indiatimes.com/tech/funding/snabbit-seeks-fresh-funding-in-indias-60-billion-housework-market/articleshow/129434794.cms,business
Heaviest Day Of Strikes Yet On Iran Despite Market Bets That War Will End Soon,The United States and Israel pounded Iran on Tuesday with what the Pentagon and Iranians on the ground called the most intense airstrikes of the war.,HuffPost,2026-03-11 03:29:45+00:00,https://www.huffpost.com/entry/iran-strikes-market-war_n_69b0df6ae4b0f0830ae5ac66,business
sports-betting-mcp 0.1.2,"MCP server for AI-powered sports betting analysis — NBA, NHL, NCAAB",Pypi.org,2026-03-11 03:28:46+00:00,https://pypi.org/project/sports-betting-mcp/0.1.2/,sports
Space Reign-TENOKE,"Release Description:Directly control any ship in your fleet, switch between them anytime and make sure to maximise their potential. Represent your Corporation as you fight for control over resource-rich part of space. Engage in ship to ship combat, complete r…",Rlsbb.to,2026-03-11 03:27:40+00:00,https://post.rlsbb.to/space-reign-tenoke/,science
Alpine Is Developing A Gas-Powered Next-Generation A110 In Case People Don't Dig The Electric Sports Car,"The A110 EV will maintain the current A110's 40:60 weight balance and overall shape, and it'll eventually be offered in convertible and 2+2 guise.",Jalopnik,2026-03-11 03:25:00+00:00,https://www.jalopnik.com/2120326/alpine-developing-gas-powered-next-generation-a110/,sports
open-medicine 0.8.0,"Evidence-Based Clinical Reasoning for AI Agents — deterministic calculators, clinical guidelines, and MCP tools backed by DOI-traceable evidence.",Pypi.org,2026-03-11 03:21:35+00:00,https://pypi.org/project/open-medicine/0.8.0/,health
"Ethereum Price Rejected Again, Market Watches Key Support Closely","Ethereum price started a recovery wave above the $2,000 zone. ETH is now struggling to clear $2,090 and remains at risk of another decline in the near term. Ethereum started a recovery wave above the $2,000 zone. The price is trading above $2,000 and the 100-…",newsBTC,2026-03-11 03:18:17+00:00,http://www.newsbtc.com/analysis/eth/ethereum-price-rejected-again-2090/,business
Maxx Crosby’s agent speaks out on star’s health after Ravens trade debacle,Maxx Crosby’s agent is pushing back on any speculation.,New York Post,2026-03-11 03:16:28+00:00,https://nypost.com/2026/03/10/sports/maxx-crosbys-agent-speaks-out-on-stars-health-after-ravens-trade-debacle/,health
Health department ordered to explain 27 alleged service failures,Human Rights Commission wants answers after it received no response to  several complaints,Dailydispatch.co.za,2026-03-11 03:11:31+00:00,https://www.dailydispatch.co.za/news/2026-03-11-health-department-ordered-to-explain-27-alleged-service-failures/,health
"Cannabis Cultivation Market to Hit USD 3,684.59 Billion by 2035, Driven by Expanding Legalization and Rising Demand for Medical and Wellness Products | Report by SNS Insider","The Cannabis Cultivation Market is expanding rapidly as legalization and medical cannabis programs grow worldwide, with the U.S. segment increasing from USD 262.19 billion in 2025 to USD 1,428.65 billion by 2035. The Cannabis Cultivation Market is expanding r…",GlobeNewswire,2026-03-11 03:00:00+00:00,https://www.globenewswire.com/news-release/2026/03/11/3253484/0/en/Cannabis-Cultivation-Market-to-Hit-USD-3-684-59-Billion-by-2035-Driven-by-Expanding-Legalization-and-Rising-Demand-for-Medical-and-Wellness-Products-Report-by-SNS-Insider.html,business
"Regeneron Science Talent Search 2026 Recognizes America’s Top Young Scientists, Awarding More Than $1.8 Million to High School Seniors for Innovative Research in Computational Mathematics, Neural Science, and Blood Cancer Treatment","Regeneron and Society for Science announced that Connor Hill, 17, of State College, PA, won the top $250,000 award in the Regeneron Science Talent Search...",GlobeNewswire,2026-03-11 02:59:00+00:00,https://www.globenewswire.com/news-release/2026/03/11/3253483/0/en/Regeneron-Science-Talent-Search-2026-Recognizes-America-s-Top-Young-Scientists-Awarding-More-Than-1-8-Million-to-High-School-Seniors-for-Innovative-Research-in-Computational-Mathem.html,science
Maxx Crosby’s agent sets the record straight on his client’s health,"On Tuesday night, the NFL witnessed an unprecedented move that unraveled a blockbuster trade agreement. The fallout since then has produced several twists and turns. The Baltimore Ravens backed out of a trade agreement with the Las Vegas Raiders for pass rush…",The Big Lead,2026-03-11 02:58:51+00:00,https://www.thebiglead.com/maxx-crosbys-agent-sets-the-record-straight-on-his-client/,health
Maxx Crosby’s agent sets the record straight on his client’s health,"On Tuesday night, the NFL witnessed an unprecedented move that unraveled a blockbuster trade agreement. The fallout since then has produced several twists and turns. The Baltimore Ravens backed out of a trade agreement with the Las Vegas Raiders for…",Yahoo Entertainment,2026-03-11 02:58:51+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_55f8df67-efb8-43f6-b9b7-42bf5444053a,health
Bulldog Breakdown: Fresno State basketball players' health,"In tonight's Bulldog Breakdown, Coach-Q stops by the studio to talk about the health of the Fresno State basketball team.",KFSN-TV,2026-03-11 02:57:02+00:00,https://abc30.com/post/bulldog-breakdown-fresno-state-basketball-players-health/18701154/,health
"How Raiders' free agent moves, cap space are impacted by getting Maxx Crosby back in failed Ravens trade",Las Vegas was already very busy.,Yahoo Entertainment,2026-03-11 02:56:41+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ba004860-667c-48bd-9992-51678abb6ac5,science
"USA TODAY Sports/MMA Junkie rankings, March 10: Middleweight shakeup",Check out the latest rankings update following UFC 326 in Las Vegas.,Yahoo Entertainment,2026-03-11 02:56:12+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_23ff8c90-31ce-4c5f-a8d5-b0caba43ee54,sports
Australia grants asylum to 2 more members of Iranian women’s football team - Al Jazeera,Australia grants asylum to 2 more members of Iranian women’s football teamAl Jazeera More members of the Iranian women’s soccer team seek asylum as most of squad leaves AustraliaCNN Opinion | Iran’s Lionesses Roar With SilenceWSJ Australia grant 2 more Iran t…,Slashdot.org,2026-03-11 02:53:33+00:00,https://slashdot.org/firehose.pl?op=view&amp;id=180949816,sports
"2026 NFL free agency team grades: Rams, Jets at top of class, Chargers leave much to be desired - CBS Sports","2026 NFL free agency team grades: Rams, Jets at top of class, Chargers leave much to be desiredCBS Sports Albert Breer’s Free Agency Notes: What to Expect of Kyler Murray, Kirk Cousins DealsSports Illustrated 2026 NFL free agency tracker: Latest signings, tra…",Slashdot.org,2026-03-11 02:52:31+00:00,https://slashdot.org/firehose.pl?op=view&amp;id=180949800,sports
